Date,Mortage Rates,Population,GDP( Billions of US $),Per capita income,Percentage Change,Total Real estate mortgage,Unemployment rate,MSACSR,UrbanPopulation,%of Total Population,Annual Growth of Urban Population,Immigrant Population,%Immigrant Population,Consumer Satisfaction Index(ICS_ALL),CSUSHPISA
11/1/2021,3.07,332031554,23315.08056,70219.4725,5.9455,2506.646625,5.35%,6,275164510,82.873,0.4093,45270103,13.63,67.4,277.21
12/1/2021,3.1,332031554,23315.08056,70219.4725,5.9455,2524.32042,5.35%,5.6,275164510,82.873,0.4093,45270103,13.63,70.6,281.342
1/1/2022,3.45,333287557,25462.7,76398.5917,2.0616,2543.004125,3.61%,5.8,276908634,83.084,0.6318,46182177,13.86,67.2,285.924
2/1/2022,3.76,333287557,25462.7,76398.5917,2.0616,2558.472275,3.61%,6.2,276908634,83.084,0.6318,46182177,13.86,62.8,291.153
3/1/2022,4.17,333287557,25462.7,76398.5917,2.0616,2578.34216,3.61%,7,276908634,83.084,0.6318,46182177,13.86,59.4,296.445
4/1/2022,4.98,333287557,25462.7,76398.5917,2.0616,2611.14995,3.61%,8.5,276908634,83.084,0.6318,46182177,13.86,65.2,300.573
5/1/2022,5.23,333287557,25462.7,76398.5917,2.0616,2630.8793,3.61%,8.3,276908634,83.084,0.6318,46182177,13.86,58.4,303.762
6/1/2022,5.52,333287557,25462.7,76398.5917,2.0616,2658.22976,3.61%,9.5,276908634,83.084,0.6318,46182177,13.86,50,304.724
7/1/2022,5.41,333287557,25462.7,76398.5917,2.0616,2691.7447,3.61%,10.1,276908634,83.084,0.6318,46182177,13.86,51.5,303.879
8/1/2022,5.22,333287557,25462.7,76398.5917,2.0616,2725.96164,3.61%,8.7,276908634,83.084,0.6318,46182177,13.86,58.2,301.473
9/1/2022,6.11,333287557,25462.7,76398.5917,2.0616,2748.14975,3.61%,9.7,276908634,83.084,0.6318,46182177,13.86,58.6,299.353
10/1/2022,6.9,333287557,25462.7,76398.5917,2.0616,2769.6367,3.61%,9.7,276908634,83.084,0.6318,46182177,13.86,59.9,298.873
11/1/2022,6.81,333287557,25462.7,76398.5917,2.0616,2793.66288,3.61%,9.4,276908634,83.084,0.6318,46182177,13.86,56.7,298.269
12/1/2022,6.36,333287557,25462.7,76398.5917,2.0616,2864.660825,3.61%,8.5,276908634,83.084,0.6318,46182177,13.86,59.8,297.413
1/1/2023,6.27,339996563,27644.5,80412.41,3.167,2875.123125,3.70%,8.1,282499744,83.089,2.0191,47599518,14,64.9,297.03
2/1/2023,6.26,339996563,27644.5,80412.41,3.167,2894.481925,3.70%,8.4,282499744,83.089,2.0191,47599518,14,66.9,297.537
3/1/2023,6.54,339996563,27644.5,80412.41,3.167,2900.16198,3.70%,8.1,282499744,83.089,2.0191,47599518,14,62,298.637
4/1/2023,6.34,339996563,27644.5,80412.41,3.167,2892.121975,3.70%,7.6,282499744,83.089,2.0191,47599518,14,63.7,300.213
5/1/2023,6.43,339996563,27644.5,80412.41,3.167,2906.41944,3.70%,7.2,282499744,83.089,2.0191,47599518,14,59,302.566
6/1/2023,6.71,339996563,27644.5,80412.41,3.167,2918.040725,3.70%,7.5,282499744,83.089,2.0191,47599518,14,64.2,304.593
7/1/2023,6.84,339996563,27644.5,80412.41,3.167,2927.9813,3.70%,7.1,282499744,83.089,2.0191,47599518,14,71.5,306.767
8/1/2023,7.07,339996563,27644.5,80412.41,3.167,2940.05036,3.70%,7.8,282499744,83.089,2.0191,47599518,14,69.4,309.155
9/1/2023,7.2,339996563,27644.5,80412.41,3.167,2942.4076,3.70%,7.2,282499744,83.089,2.0191,47599518,14,67.9,311.175
10/1/2023,7.62,339996563,27644.5,80412.41,3.167,2944.641575,3.70%,7.8,282499744,83.089,2.0191,47599518,14,63.8,314.542
11/1/2023,7.44,339996563,27644.5,80412.41,3.167,2950.63988,3.70%,7.8,282499744,83.089,2.0191,47599518,14,61.3,317.842
